;;;;;;USA/CANADA;;;;;;;;OTHERS;;UK;;;;;;;;;;SPAIN;;FRANCE;;;;;;;;;;;;;;;Autres EUR;;;AMLAT;;;ASIA;ASIA;ASIA;;
Pays;Domaine ou Marque;Couleur;Nom du vin;Millésime;Available;Wine Spectator;Wine Enthusiast;Wine Advocate;Wine & Spirits;Vinous;James Suckling;Wine Align;Jeb Dunnuck;Miquel Hudin;TASTED Andreas Larson;Decanter;IWC;IWSC;Tim Atkin;Jancis Robinson;Wine Merchant Magazine;Wine Anorak;Harpers;Sommelier Edit Awards (Via CIVR);Drinks Business;Gourmets;Guia Penin;RVF;Le Point;Terre de Vins;Anivin;Mondial Grenache;Mondial SB;Gilbert & Gaillard;Sud-Ouest;Concours de Bruxelles;Académie des Vins et de la Gastronomie;Concours Général Agricole de Paris;Concours IGP;Bettane & Desseauve;PARIS INTERNATIONAL TROPHY;GILBERT & GAILLARD (gold entre 87 et 89 / dble gold à partir 90);Falstaff;Yves Beck;Mundus vini;Descorchados;Vinomanos;la CAV;Tatler HK;Jeannie Cho Lee MW;Sakura Wine Awards;RECAP EMAIL;date_ajout
Chili;Hacienda Araucano;Rouge ;Gran Cuvée - Pinot Noir;2015;;;;;;;92;;;;;;;;92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91D;
Chili;Hacienda Araucano;Rouge ;Gran Cuvée - Pinot Noir;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;;"92LACAV ; 92D ; 92TA ; 89JS";
Chili;Hacienda Araucano;Rouge ;L'Atelier - Carmenere SSO2;2020;;;;90;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chili;Hacienda Araucano;Rouge ;L'Atelier - Carmenere SSO2;2021;;;;;;91;92;;;;;;;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;93;;94;;;;;
Espagne;Hermanos Lurton ;Blanc ;Camino del Puerto;2024;;;;;;89;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90JS;
Espagne;Hermanos Lurton ;Autre;Cibola Orange;2022;;;;;;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91V;
Espagne;Hermanos Lurton ;Blanc ;Cuesta de Oro;2018;;;;;;;92;;;;;;;;;;;;;;;;92*****;;;;;;;;;;;;;;;;;;;;;;;;;;
Espagne;Hermanos Lurton ;Blanc ;Cuesta de Oro;2019;;;;;;;92;;;;;;;;;;;;;;;92;91****;;;;;;;;;;;;;;;;;;;;;;;;;;
Espagne;Hermanos Lurton ;Blanc ;Cuesta de Oro;2020;;;;;;;92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92JS;
Espagne;Hermanos Lurton ;Blanc ;Cuesta de Oro;2021;;;;;;;;;;;;;;;;;;;;;;93;91;;;;;;;;;;;;;;;;;;;;;;;;;"93G ; 91GP";
Espagne;Hermanos Lurton ;Blanc ;Cuesta de Oro;2022;x;;;;;;;;;;;;;;;;;;;;;90;91;;;;;;;;;;;;;;;;;;;;;;;;;"90G ; 91GP";
Espagne;Hermanos Lurton ;Blanc ;Cuesta de Oro;2023;;;;;;;;;;;;;;;;;;;;;;;91;;;;;;;;;;;;;;;;;;;;;;;;;;
Espagne;Hermanos Lurton ;Blanc ;Cuesta de Oro;2024;;;;;;;92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espagne;Hermanos Lurton ;Rouge ;Cuesta Grande;2014;;;;89;;;93;;;;;;;;;;;;;;;;93***;;;;;;;;;;;;;;;;;;;;;;;;;;
Espagne;Hermanos Lurton ;Rouge ;Cuesta Grande;2016;X;;;;;;93;;;;;;;;;;;;;;;91;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espagne;Hermanos Lurton ;Rouge ;Cuesta Grande;2017;X;;;;;;91;;;;;;;;;;;;;;;;91;;;;;;;;;;;;;;;;;;;;;;;;;;
Espagne;Hermanos Lurton ;Rouge ;Cuesta Grande;2018;;;;;;;;;;;;;;;;;;;;;;;92;;;;;;;;;;;;;;;;;;;;;;;;;;
Espagne;Hermanos Lurton ;Rouge ;No Added Sulphites;2018;;;;;;;91;;;;;;;;;;;;;;;;90;;;;;;;;;;;;;;;;;;;;;;;;;;
Espagne;Hermanos Lurton ;Rouge ;No Added Sulphites;2019;X;;;;;;91;;;;;;;;;;;;;;;;90***;;;;;;;;;;;;;;;;;;;;;;;;;"91JS ; 90***GP";
Espagne;Hermanos Lurton ;Rouge ;No Added Sulphites;2020;X;87;;;;;92;;;88*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92JS;
Espagne;Hermanos Lurton ;Rouge ;No Added Sulphites;2021;;;;;;;;;;;;;;;;;;;;;;;89;;;;;;;;;;;;;;;;;;;;;;;;;;
Espagne;Hermanos Lurton ;Rouge ;No Added Sulphites;2022;;;;;;;;;;;;94;;;;;;;;;;92;;;;;;;;;;;;;;;;;;;;;;;;;;"94 Decanter ; 92G";
Espagne;Hermanos Lurton ;Rouge ;No Added Sulphites;2023;;;;;;;;;;;;;;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"90TA ;";
Espagne;Hermanos Lurton ;Rosé ;"Rosado ""Cuvée Valentin""";2017;;;;;;;92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espagne;Hermanos Lurton ;Rosé ;"Rosado ""Cuvée Valentin""";2019;;;;;;;92;;;;;;;;;;;;;;;;90;;;;;;;;;;;;;;;;;;;;;;;;;;
Espagne;Hermanos Lurton ;Rosé ;"Rosado ""Cuvée Valentin""";2020;;;;;;;92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espagne;Hermanos Lurton ;Blanc ;Sauvignon Blanc;2019;;;;;;;91;;;;;;;;;;;;;;;92;;;;;;;;;;;;;;;;;;;;;;;;;;"91JS ; 92G";
Espagne;Hermanos Lurton ;Blanc ;Sauvignon Blanc;2020;;;;;;;92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92JS;
Espagne;Hermanos Lurton ;Blanc ;Sauvignon Blanc;2021;;;;;;;;;;;;;;;;;;;;;;;89;;;;;;;;;;;;;;;;;;;;;;;;;;
Espagne;Hermanos Lurton ;Blanc ;Sauvignon Blanc;2022;x;;;;;;;;;;;;;;;;;;;;;;89;;;;;;;;;;;;;;;;;;;;;;;;;;
Espagne;Hermanos Lurton ;Rouge ;Sauvignon Blanc;2024;;;;;;;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espagne;Hermanos Lurton ;Rouge ;Tempranillo;2017;;;;88;;;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espagne;Hermanos Lurton ;Rouge ;Tempranillo;2018;X;87;;;;;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espagne;Hermanos Lurton ;Rouge ;Tempranillo;2019;X;;;;;;91;;;91**;;;;;;;;;;;;;91*****;;;;;;;;;;;;;;;;;;;;;;;;;"91JS ; 91MH** ; 91GP*****";
Espagne;Hermanos Lurton ;Rouge ;Tempranillo;2020;;;91 - BEST BUY;;;;92;;;;;;;;;;;;;;;91;90;;;;;;;;;;;;;;;;;;;;;;;;;"91WE - best buy ; 92JS ; 91G ; 90GD";
Espagne;Hermanos Lurton ;Rouge ;Tempranillo;2021;;;;89;;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91V;
Espagne;Hermanos Lurton ;Rouge ;Tempranillo;2022;;;;;;92;;;;;;87 - BRONZE MEDAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"92V ; ";
Espagne;Hermanos Lurton ;Blanc ;Verdejo;2018;;;;;;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espagne;Hermanos Lurton ;Blanc ;Verdejo;2019;;;;;;;91;;;;;90;;;;;;;;;;90;91*****;;;;;;;;;;;;;;;;;;;;;;;;;;
Espagne;Hermanos Lurton ;Blanc ;Verdejo;2020;;;;;91 - Best Buy;;92;;;88*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"91W&S - best buy ; 92JS";
Espagne;Hermanos Lurton ;Blanc ;Verdejo;2021;;;;88;;94;;;;;;;;;;;;;;;;90;91;;;;;;;;;;;;;;;;;;;;;;;;;"94V ; 90G ; 91GP";
Espagne;Hermanos Lurton ;Blanc ;Verdejo;2022;x;;89 - BEST BUY;;;93;;;;;;;;;;;;;;;;;92;;;;;;;;;;;;;;;;;;;;;;;;;"89WE - best buy ; 93V ; 92GP";
Espagne;Hermanos Lurton ;Blanc ;Verdejo;2024;;;;;;;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;La Mule ;Rouge ;Merlot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;La Mule ;Rosé ;Rosé;2021;;;;;;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;La Mule ;Rosé ;Rosé de Provence;2020;;;;;;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;La Mule ;Rosé ;Rosé de Provence;2022;X;;;;;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;La Mule ;Rosé ;Rosé de Provence;2023;;;;;;;88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;La Mule ;Blanc ;Terret & Sauvignon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Rouge ;C2;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OR;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Rouge ;C2;2022;;;91 BEST BUY;;89;;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Rouge ;C2;2023;;;;;;;91;;;;;;;;;;;;;;;;;;;OR;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Rouge ;C2;2025;;;;;;;91;;;;;;;;;;;;;92;;;;;;OR;;;;;;;;;;;;;;;;;;;;;;;21/04/2026
France;Mas d'en Janeil ;Rouge ;Le Pas de la Mule;2006;;91;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Rouge ;Le Pas de la Mule;2007;;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Rouge ;Le Pas de la Mule;2008;;92;87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Rouge ;Le Pas de la Mule;2015;X;90 EDITOR'S CHOICE;92;;;;93;;;;;;;;;;;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Rouge ;Le Pas de la Mule;2018;;;;;;;93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Blanc ;Le Petit Pas;2018;;88;;;89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Blanc ;Le Petit Pas;2020;X;;;;;;90;;;89*;;;;;;;;;;;;;;;;Argent;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Blanc ;Le Petit Pas;2022;;;90 BEST BUY;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gold Medal;;
France;Mas d'en Janeil ;Blanc ;Le Petit Pas;2023;;;90 BEST BUY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90 Best Buy WE;
France;Mas d'en Janeil ;Blanc ;Le Petit Pas;2024;;;;;;;;;;;;;;;;;;;;;;;;89;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Blanc ;Le Petit Pas;2025;;;;;;;;;;;;;;;;;;;;;;;;;;OR;;;;;;;;;;;;;;;;;;;;;;;20/05/2026
France;Mas d'en Janeil ;Rouge ;Le Petit Pas;2017;;85;;;;;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Rouge ;Le Petit Pas;2018;X;84;;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Rouge ;Le Petit Pas;2019;X;;;87;87;;91;;;89*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Rouge ;Le Petit Pas;2022;;;90 BEST BUY;;;;89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Rouge ;Le Petit Pas;2023;;;91 BEST BUY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91 Best Buy WE;
France;Mas d'en Janeil ;Blanc ;Les Hauts de Janeil Chardonnay & Viognier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Blanc ;Les Hauts de Janeil Grenache & Sauvignon;2017;;;;;;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Blanc ;Les Hauts de Janeil Grenache & Sauvignon;2018;;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Blanc ;Les Hauts de Janeil Grenache & Sauvignon;2022;;;91 BEST BUY;;;;89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Blanc ;Les Hauts de Janeil Grenache & Sauvignon;2023;;;90 BEST BUY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90 Best Buy WE;
France;Mas d'en Janeil ;Rosé ;Les Hauts de Janeil Rosé de Syrah;2018;;86;;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Rouge ;Les Hauts de Janeil Syrah & Grenache;2017;;;;;;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Rouge ;Les Hauts de Janeil Syrah & Grenache;2018;;87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Rouge ;Les Hauts de Janeil Syrah & Grenache;2023;;;90 BEST BUY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Rouge ;Mas d'en Janeil;2013;;90;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Rouge ;Mas d'en Janeil;2014;;91;;;;;;;;;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Rouge ;Mas d'en Janeil;2015;;91;;;90;;94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Rouge ;Mas d'en Janeil ;2016;X;88;;;88;;92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Rouge ;Mas d'en Janeil ;2017;X;;;86;;;;;;;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Rouge ;Mas d'en Janeil ;2018;X;84;;;88;;93;;;92**;;;;;;;;;;;;;;;;;;Or;;;;;;;;;;;;;;;;;;;;"93JS ; 92*** Miquel Hudin";
France;Mas d'en Janeil ;Rouge ;Mas d'en Janeil ;2019;;;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Rouge ;Mas d'en Janeil ;2020;;;;;;;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Rouge ;Mas d'en Janeil ;2021;x;;;;;;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Rouge ;Mas d'en Janeil AUTENTIC Sans Soufre;2019;X;;;90;;;;;;;;;;;;;;;;;;;;90;;;;;;;;;;;;Argent;;;;;;;;;;;;;
France;Mas d'en Janeil ;Rouge ;Mas d'en Janeil AUTENTIC Sans Soufre;2020;X;;92 BEST BUY;89;;;91;;;88*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"92WE Best Buy ; 91JS";
France;Mas d'en Janeil ;Rouge ;Mas d'en Janeil Sans Soufre;2015;;90;;;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Rouge ;Mas d'en Janeil Sans Soufre;2016;;90;87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Rouge ;Mas d'en Janeil Sans Soufre;2017;;90;85;;;;93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Rouge ;Mas d'en Janeil Sans Soufre;2018;X;;;86;;;93;;;;;;;;;;;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Blanc ;Mas d'en Janeil Traou;2014;;88;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Blanc ;Mas d'en Janeil Traou;2015;X;;;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90W&S;
France;Mas d'en Janeil ;Blanc ;Mas d'en Janeil Traou;2016;;90;;;88;;;;;;;;;;;;;92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90WS;
France;Mas d'en Janeil ;Blanc ;Mas d'en Janeil Traou;2017;X;;;85;87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Blanc ;Mas d'en Janeil Traou;2018;X;88;;;93;;92;;;91+**;;;;;;;;;;;;;;;;OR;;;;;;;;;;;;;;;;;;;;;;"93W&S ; 92JS ; 91+**MH ; Gold TDV";
France;Mas d'en Janeil ;Blanc ;Mas d'en Janeil Traou;2020;;;;;;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90JS;
France;Mas d'en Janeil ;Blanc ;Mas d'en Janeil Traou;2024;;;;;;;;;;;;;;;;;;;;89;;;;90;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Rouge ;Maury Mas Janeil;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Mas d'en Janeil ;Autre;Sarrat Del Mas;2022;;;;;89;;91;;;;;;;;;;;;;;;;;;;;OR;;;;;;;;;;;;;;;;;;;;;;
France;Terra Sana ;Blanc ;Terra Sana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Terra Sana ;Rouge ;Terra Sana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chili;Hacienda Araucano;Rouge ;L'Atelier - Carmenere SSO2;2022;;;;;;;92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93;;;;;;;
Chili;Hacienda Araucano;Rouge ;L'Atelier - Carmenere SSO2;2023;;;;;;;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chili;Hacienda Araucano;Rouge ;L'Atelier - Carmenere SSO2;2024;;;;;;89;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chili;Hacienda Araucano;Rouge ;L'Atelier - Syrah-Viognier;2022;;;;91;;93;92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chili;Hacienda Araucano;Rouge ;L'Atelier - Syrah-Viognier;2023;;;;;;91;;;;;;;;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;91;;;;;;;
Chili;Hacienda Araucano;Rouge ;L'Atelier - Syrah-Viognier;2024;;;;;;89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chili;Hacienda Araucano;Rouge ;L'Atelier - Syrah-Viognier;2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93;;;;;;;
Chili;Hacienda Araucano;Rouge ;Humo Blanco Pinot Noir ;2023;;;89;;;88;88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chili;Hacienda Araucano;Rouge ;Humo Blanco Pinot Noir ;2022;;;;89;;89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chili;Hacienda Araucano;Rouge ;Humo Blanco Pinot Noir ;2021;;89;;;;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chili;Hacienda Araucano;Rouge ;Humo Blanco Pinot Noir ;2020;;;;90;;89;93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chili;Hacienda Araucano;Rouge ;Humo Blanco Pinot Noir ;2019;;;;;;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chili;Hacienda Araucano;Rouge ;Humo Blanco Pinot Noir ;2018;;;;;;;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chili;Hacienda Araucano;Rouge ;CLO Tinto;2017;;;;;;;92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chili;Hacienda Araucano;Rouge ;Edicion Limitada - Cabernet Sauvignon;2022;;;;;;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
